Last_updated,DAM_ID,Project name,Continent,Country,Main_river,Major_Basin,Capacity (MW),Ref_cap,Lat_2016,Lon_2016,Stage,Ref_stage,Start,End,Ref_time,Reference 1,Reference 2,Reference 3,Reference 4,Reference 5
Mar-15,0,Susitna-Watana,North America,United States,Susitna,Pacific and Arctic Coast 1,600.00,,62.7867720000,-148.0257800000,P,,2012,2023,,1,,,,
Mar-15,1,Site C,North America,Canada,Peace,Mackenzie,900.00,,56.2230270000,-120.9524630000,P,,2014,2020,,2,154,,,
Mar-15,2,Gull Island,North America,Canada,Churchill,Churchill,2250.00,,53.0349916667,-61.2135444444,U,,,2028,,3,155,,,
Mar-15,3,Muskrat,North America,Canada,Churchill,Churchill,824.00,,53.2456390000,-60.7727780000,U,,,2017,,3,155,,,
Mar-15,4,Conawapa,North America,Canada,Nelson,Saskatchewan - Nelson,1485.00,,56.5367720000,-94.0294650000,P,,,2022,,4,,,,
Mar-15,5,Courbe Du Sault (Sheldrake),North America,Canada,Churchill,St Lawrence,25.00,,50.2961805556,-64.7646861111,P,,,,,5,156,,,
Mar-15,6,Franquelin,North America,Canada,Manicouagan,St Lawrence,9.90,,49.2992930000,-67.9606020000,P,,,,,5,156,,,
Mar-15,8,Chutes Du Six Milles,North America,Canada,Manicouagan,St Lawrence,13.20,,48.7509055556,-69.2002694444,P,,,,,5,156,,,
Mar-15,9,Pont-Arnaud,North America,Canada,Saguenay,St Lawrence,8.00,,48.4537980000,-71.1647030000,P,,,,,5,156,,,
Mar-15,10,11E Chute (Rivière Mistassini),North America,Canada,Saguenay,St Lawrence,16.00,,49.0018440000,-72.4575810000,P,,,,,5,156,,,
Mar-15,11,Val-Jalbert,North America,Canada,Saguenay,St Lawrence,16.00,,48.3959805556,-72.1658583333,P,,,,,5,156,,,
Mar-15,12,Chute-Garneau,North America,Canada,Saguenay,St Lawrence,5.30,,48.3839220000,-71.1298370000,P,,,,,5,156,,,
Mar-15,13,Manouane Sipi,North America,Canada,St.-Maurice,St Lawrence,22.00,,47.5808833333,-73.6612944444,P,,,,,5,156,,,
Mar-15,14,Hydro-Canyon Saint-Joachim,North America,Canada,Saint John,St Lawrence,23.20,,47.0802611111,-70.8678305556,P,,,,,5,156,,,
Mar-15,15,Saint-Gabriel,North America,Canada,St.-Maurice,St Lawrence,3.30,,46.8244960000,-71.6267400000,P,,,,,5,156,,,
Mar-15,16,Chutes De Sainte-Ursule,North America,Canada,Loup,St Lawrence,1.80,,46.2933805556,-73.0838722222,P,,,,,5,156,,,
Mar-15,17,Murphy Creek,North America,Canada,Columbia,Columbia and Northwestern United States,275.00,,49.1588080000,-117.7260590000,P,,,,,6,5,,,
Mar-15,18,Elaho,North America,Canada,Fraser,Pacific and Arctic Coast 1,200.00,,50.1341250000,-123.4800420000,P,,,,,6,5,,,
Mar-15,19,Mcgregor Lower Canyon,North America,Canada,Fraser,Fraser,360.00,,54.2253230000,-121.7763680000,P,,,,,6,5,,,
Mar-15,20,Border,North America,United States,Columbia,Columbia and Northwestern United States,275.00,,48.9836200000,-117.6417320000,P,,,,,6,5,,,
Mar-15,21,Homathko River,North America,Canada,Nechako,Pacific and Arctic Coast 1,895.00,,51.4019833333,-124.5609555556,P,,,,,6,5,,,
Mar-15,22,Liard River,North America,Canada,Liard,Mackenzie,4318.00,,59.3837388889,-124.8661972222,P,,,,,6,5,,,
Mar-15,23,Iskut River,North America,Canada,Stikine,Pacific and Arctic Coast 1,980.00,,56.9690890000,-130.3373510000,P,,,,,6,5,,,
Mar-15,24,Low Site E,North America,Canada,Peace,Mackenzie,675.00,,56.1227480000,-120.0706280000,P,,,,,6,5,,,
Mar-15,25,Dunvegan,North America,Canada,Peace,Mackenzie,100.00,,55.9284430000,-118.6395350000,P,,,,,5; 7,5,,,
Mar-15,26,Little Jackfish River,North America,Canada,Nipigon,St Lawrence,78.00,,50.4014060000,-88.3114360000,P,,2013,2016,,8; 9,,,,
Mar-15,27,Keeyask,North America,Canada,Nelson,Saskatchewan - Nelson,695.00,,56.3530780000,-95.1832580000,U,,,,,10; 11,,,,
Mar-15,30,Dillingham,North America,United States,Kuskokwim,Pacific and Arctic Coast 1,3.20,,59.7947620000,-158.5529990000,P,,,,,12,,,,
Mar-15,32,Allison Creek,North America,United States,Copper,Pacific and Arctic Coast 1,6.50,,61.0506420000,-146.3524250000,P,,,,,13,157,,,
Mar-15,33,Chikuminuk Lake,North America,United States,Kuskokwim,Pacific and Arctic Coast 1,13.40,,60.1602360000,-158.7471010000,P,,,,,13,,,,
Mar-15,34,Grant Lake,North America,United States,Susitna,Pacific and Arctic Coast 1,5.00,,60.4612700000,-149.3372910000,P,,,,,13,158,,,
Mar-15,35,Ruth Lake,North America,United States,Iliamna Lake Outlet,Pacific and Arctic Coast 1,20.00,,57.5984027778,-156.1162444444,P,,,,,13,159,,,
Mar-15,36,Scenery Lake,North America,United States,Stikine,Pacific and Arctic Coast 1,30.00,,57.0796540000,-132.7892840000,P,,,,,13,160,,,
Mar-15,37,Schubee Lake,North America,United States,Chilkat / Skagway,Pacific and Arctic Coast 1,4.90,,59.3610210000,-135.3224800000,P,,,,,13,,,,
Mar-15,38,Soule,North America,United States,Skeena,Pacific and Arctic Coast 1,75.00,,55.8673694444,-130.0338166667,P,,,,,13,161,,,
Mar-15,39,Petit-Mécatina,North America,Canada,Churchill,St Lawrence,1200.00,,50.8666670000,-65.8166670000,P,,,2026,,10,162,193,,
Mar-15,40,Magpie,North America,Canada,Churchill,St Lawrence,850.00,,50.9930140000,-65.8797460000,P,,,2026,,10,163,,,
Mar-15,41,Romaine 1,North America,Canada,Natashquan,Atlantic Ocean Seaboard,290.00,,50.3835950000,-63.2603500000,U,,,2016,,14,164,194,,
Mar-15,42,Romaine 2,North America,Canada,Natashquan,Atlantic Ocean Seaboard,640.00,,50.6245290000,-63.1928020000,U,,,2014,,14,164,194,,
Mar-15,43,Romaine 3,North America,Canada,Natashquan,Atlantic Ocean Seaboard,395.00,,51.1112805556,-63.4027527778,U,,,2017,,14,164,194,,
Mar-15,44,Romaine 4,North America,Canada,Natashquan,Atlantic Ocean Seaboard,245.00,,51.3491611111,-63.4853611111,U,,,2020,,14,164,194,,
Mar-15,45,Kokish Hydro Project,North America,Canada,Nechako,Pacific and Arctic Coast 2,45.00,,50.4576055556,-126.8123888889,U,,2012,2014,,15,,,,
Mar-15,46,Pehonan,North America,Canada,Saskatchewan,Saskatchewan - Nelson,250.00,,53.2241240000,-104.6930690000,P,,2016,,,16,,,,
Mar-15,47,Amaila Falls S,South America,Guyana,Essequibo,Northeast South America[comma] South Atlantic Coast,165.00,,5.3843638889,-59.5336444444,U,,,2016,,17,165,,,
Mar-15,48,Condor Cliff,South America,Argentina,Santa Cruz,South Argentina[comma] South Atlantic Coast,1140.00,,-50.2139916667,-70.7736333333,P,,,2017,,18,166,,,
Mar-15,49,La Barrancosa,South America,Argentina,Santa Cruz,South Argentina[comma] South Atlantic Coast,600.00,,-50.1861090000,-70.1790780000,P,,,2017,,18; 19,,,,
Mar-15,50,Alvarez Condarco (A Repotenciar),South America,Argentina,Rio Rapel,South America[comma] Colorado,42.00,,-33.0467277778,-68.9965111111,P,,,,,20,,,,
Mar-15,51,Aprov. Integ. Rio Negro - Cierre Allen,South America,Argentina,Negro,Negro,170.00,,-39.0326530000,-67.8551670000,P,,,,,20,,,,
Mar-15,52,Aprov. Integ. Rio Negro - Cierre Mainque,South America,Argentina,Negro,Negro,174.40,,-39.0992930000,-67.3058510000,P,,,,,20,,,,
Mar-15,53,Aprov. Integ. Rio Negro - Cierre Plottier,South America,Argentina,Limay,Negro,102.00,,-38.9801620000,-68.2241540000,P,,,,,20,,,,
Mar-15,54,Aprov. Integ. Rio Negro - Cierre Roca,South America,Argentina,Negro,Negro,168.00,,-39.1101500000,-67.6299480000,P,,,,,20,,,,
Mar-15,55,Aprov. Integ. Rio Negro - Cierre Senillosa,South America,Argentina,Limay,Negro,101.00,,-39.0293190000,-68.4298900000,P,,,,,20,,,,
Mar-15,56,Aprov. Integ. Rio Negro - Cierre Villa Regina,South America,Argentina,Negro,Negro,172.00,,-39.1640722222,-67.1144722222,P,,,,,20,,,,
Mar-15,57,Aprovechamiento Multiple Potrerillos,South America,Argentina,Rio Rapel,South America[comma] Colorado,27.00,,-32.9292380000,-69.2173860000,P,,,,,20,,,,
Mar-15,58,Arroyo Corto,South America,Argentina,Tercero,La Plata,5.00,,-32.2162083333,-64.5602000000,P,,,,,20,,,,
Mar-15,59,Cacheuta Nueva,South America,Argentina,Rio Rapel,South America[comma] Colorado,184.60,,-33.0161666667,-69.1155583333,P,,,,,20,,,,
Mar-15,60,Cacique I,South America,Argentina,Rio Rapel,South America[comma] Colorado,2.64,,-32.9203040000,-69.1569610000,P,,,,,20,,,,
Mar-15,62,Central Del Lago,South America,Argentina,Bio-Bio,Negro,3.00,,-39.2560500000,-70.9148600000,P,,,,,20,,,,
Mar-15,63,Cerro Meson,South America,Argentina,Salado,La Plata,114.00,,-34.4856957558,-60.0020833330,P,,,,,20,,,,
Mar-15,64,Chihuido Ii,South America,Argentina,Neuquén,Negro,300.00,,-38.5893500000,-69.3558972222,P,,,,,20,,,,
Mar-15,65,Collon Cura,South America,Argentina,Limay,Negro,376.00,,-40.2977270000,-70.6661220000,P,,,,,20,,,,
Mar-15,66,Complejo Hidroel. Chilecito - Rio Agua Negra,South America,Argentina,San Juan,Salinas Grandes,1.00,,-29.2142080000,-67.6921320000,P,,,,,20,,,,
Mar-15,67,Complejo Hidroel. Chilecito - Rio Amarillo,South America,Argentina,San Juan,Salinas Grandes,3.10,,-29.1428660000,-67.4970820000,P,,,,,20,,,,
Mar-15,68,Cuesta Del Viento,South America,Argentina,San Juan,South America[comma] Colorado,8.90,,-30.2049416667,-69.0521166667,P,,,,,20,,,,
Mar-15,69,El Baqueano,South America,Argentina,Colorado,South America[comma] Colorado,202.60,,-34.5600820000,-68.8834190000,P,,,,,20,,,,
Mar-15,70,El Confin,South America,Argentina,Rio Rapel,South America[comma] Colorado,1.50,,-32.9200160000,-69.1567040000,P,,,,,20,,,,
Mar-15,71,El Dique,South America,Argentina,Rio Rapel,South America[comma] Colorado,4.50,,-33.4218527778,-69.4990805556,P,,,,,20,,,,
Mar-15,72,El Puesto,South America,Argentina,Rio Rapel,South America[comma] Colorado,1.74,,-33.9250580000,-69.2506890000,P,,,,,20,,,,
Mar-15,73,El Sapo,South America,Argentina,Rio Rapel,South America[comma] Colorado,6.00,,-33.7016416667,-69.1351666667,P,,,,,20,,,,
Mar-15,74,El Tambolar,South America,Argentina,San Juan,South America[comma] Colorado,70.00,,-31.2604944444,-69.1188611111,P,,,,,20,,,,
Mar-15,75,La Junta,South America,Argentina,Rio Rapel,South America[comma] Colorado,4.27,,-33.2366770000,-69.4943620000,P,,,,,20,,,,
Mar-15,76,Lago Espejo,South America,Argentina,Limay,Negro,4.00,,-40.6666700000,-71.7166700000,P,,,,,20,,,,
Mar-15,77,Las Piedras,South America,Argentina,Rio Rapel,South America[comma] Colorado,1.80,,-33.9252720000,-69.2506890000,P,,,,,20,,,,
Mar-15,78,Las Tres Terrazas,South America,Argentina,Rio Rapel,South America[comma] Colorado,4.50,,-33.4212000000,-69.5005166667,P,,,,,20,,,,
Mar-15,79,Los Antiguos,South America,Argentina,Deseado,South Chile[comma] Pacific Coast,2.50,,-46.6674620000,-71.5985870000,P,,,,,20,,,,
Mar-15,80,Los Blancos I,South America,Argentina,Rio Rapel,South America[comma] Colorado,324.00,,-33.8495972222,-69.4487694444,P,,,,,20,,,,
Mar-15,81,Los Blancos Ii,South America,Argentina,Rio Rapel,South America[comma] Colorado,158.00,,-33.7755833333,-69.2680972222,P,,,,,20,,,,
Mar-15,82,Manzano I,South America,Argentina,Rio Rapel,South America[comma] Colorado,2.25,,-33.9205000000,-69.3346310000,P,,,,,20,,,,
Mar-15,83,Michihuao,South America,Argentina,Limay,Negro,621.00,,-39.8146020000,-69.5400240000,P,,,,,20,,,,
Mar-15,84,Nahueve,South America,Argentina,Neuquén,Negro,4.00,,-37.1878090000,-70.6791690000,P,,,,,20,,,,
Mar-15,85,Paraná Medio - Cierre Norte Los Vascos,South America,Argentina,Cuiaba,La Plata,3065.30,,-29.4500000000,-59.5833300000,P,,,,,20,,,,
Mar-15,86,Paraná Medio - Cierre Norte Pati,South America,Argentina,Cuiaba,La Plata,3120.00,,-29.5000000000,-59.5833300000,P,,,,,20,,,,
Mar-15,87,Paraná Medio - Cierre Sur Chapeton,South America,Argentina,Cuiaba,La Plata,3000.00,,-31.5983250000,-60.3362305556,P,,,,,20,,,,
Mar-15,89,Punta Negra,South America,Argentina,San Juan,South America[comma] Colorado,62.20,,-31.5144166667,-68.8332611111,U,,2015,,,20,,,,
Mar-15,90,Rio Anisacate,South America,Argentina,Tercero,Mar Chiquita,40.00,,-31.7195888889,-64.4182611111,P,,,,,20,,,,
Mar-15,91,Rio Carrenleufu - Cierre Frontera,South America,Argentina,Chubut,South Chile[comma] Pacific Coast,80.00,,-43.5527305556,-71.7145750000,P,,,,,20,,,,
Mar-15,92,Rio Carrenleufu - Cierre Jaramillo,South America,Argentina,Chubut,South Chile[comma] Pacific Coast,24.00,,-43.7714333333,-71.2131611111,P,,,,,20,,,,
Mar-15,93,Rio Carrenleufu - Cierre La Caridad,South America,Argentina,Chubut,South Chile[comma] Pacific Coast,42.00,,-43.7501500000,-71.1948222222,P,,,,,20,,,,
Mar-15,94,Rio Carrenleufu - Cierre La Elena,South America,Argentina,Chubut,South Chile[comma] Pacific Coast,100.00,,-43.6797222222,-71.2188138889,P,,,,,20,,,,
Mar-15,95,Rio Carrenleufu - Cierre Puesto Bustos,South America,Argentina,Chubut,South Chile[comma] Pacific Coast,115.00,,-43.5278611111,-71.6677222222,P,,,,,20,,,,
Mar-15,96,Rio Chañarmuyo,South America,Argentina,Copiapó,Salinas Grandes,3.33,,-29.0036360000,-67.5127030000,P,,,,,20,,,,
Mar-15,97,Rio Frey,South America,Argentina,Chico,South Chile[comma] Pacific Coast,60.00,,-42.9022500000,-71.7262170000,P,,,,,20,,,,
Mar-15,98,Rio Grande- Cierre Bardas Blancas,South America,Argentina,Colorado,South America[comma] Colorado,120.00,,-35.8623083333,-69.8164222222,P,,,,,20,,,,
Mar-15,99,Rio Grande- Cierre La Estrechura,South America,Argentina,Colorado,South America[comma] Colorado,100.00,,-35.3184888889,-70.3005222222,P,,,,,20,,,,
Mar-15,100,Rio Hielo,South America,Argentina,Chubut,South Chile[comma] Pacific Coast,100.00,,-43.5131861111,-71.6097450000,P,,,,,20,,,,
Mar-15,101,Rio La Leona,South America,Argentina,Santa Cruz,South Argentina[comma] South Atlantic Coast,240.00,,-49.9984027778,-72.0951611111,P,,,,,20,,,,
Mar-15,102,Rio Miranda,South America,Argentina,Copiapó,Salinas Grandes,1.82,,-29.1899330000,-67.6683140000,P,,,,,20,,,,
Mar-15,103,Rio Percey,South America,Argentina,Chubut,South Chile[comma] Pacific Coast,10.00,,-43.3262080000,-71.4315610000,P,,,,,20,,,,
Mar-15,104,Rio Piray Guazu,South America,Argentina,Paraná,La Plata,69.00,,-26.4687290000,-54.6710590000,P,,,,,20,,,,
Mar-15,105,Rio Senguerr - Cierre Angostura,South America,Argentina,Chico,South Argentina[comma] South Atlantic Coast,18.20,,-45.4122550000,-69.8880630000,P,,,,,20,,,,
Mar-15,106,Rio Senguerr - Cierre La Salina,South America,Argentina,Chico,South Argentina[comma] South Atlantic Coast,200.00,,-45.6166700000,-70.8166700000,P,,,,,20,,,,
Mar-15,107,Rio Senguerr - Cierre Los Monos,South America,Argentina,Chico,South Argentina[comma] South Atlantic Coast,23.20,,-46.0053090000,-69.5020870000,P,,,,,20,,,,
Mar-15,108,Rio Senguerr - Cierre Pastos Blancos,South America,Argentina,Chico,South Argentina[comma] South Atlantic Coast,51.60,,-45.3687500000,-70.8000000000,P,,,,,20,,,,
Mar-15,109,Rio Senguerr - Cierre Tamariscos,South America,Argentina,Chico,South Argentina[comma] South Atlantic Coast,12.40,,-45.0000000000,-70.1000000000,P,,,,,20,,,,
Mar-15,110,Rio Yaboty,South America,Argentina,Uruguay,La Plata,45.00,,-27.1478900000,-53.9163890000,P,,,,,20,,,,
Mar-15,112,Segunda Angostura,South America,Argentina,Limay,Negro,120.00,,-40.9474380000,-71.0428130000,P,,,,,20,,,,
Mar-15,113,Sistema Potrero Del Clavillo,South America,Argentina,Dulce,Mar Chiquita,52.70,,-27.3990940000,-65.9665490000,P,,,,,20,,,,
Mar-15,114,Talhelum,South America,Argentina,Limay,Negro,240.00,,-39.7500000000,-70.9333300000,P,,,,,20,,,,
Mar-15,115,Valle De Uco,South America,Argentina,Rio Rapel,South America[comma] Colorado,158.00,,-33.7759430000,-69.2778600000,P,,,,,20,,,,
Mar-15,116,Zanja Del Tigre,South America,Argentina,Bermejo,La Plata,239.55,,-23.1702490000,-64.1951380000,P,,,,,20,,,,
Mar-15,117,Arenales,South America,Bolivia,Pilcomayo,La Plata,94.00,,-21.0028210000,-64.6000950000,P,,,,,265,,,,
Mar-15,118,Arrazayal,South America,Bolivia,Bermejo,La Plata,166.00,,-22.6436860000,-64.4342220000,P,,,,,265,,,,
Mar-15,120,Carrizal,South America,Bolivia,Pilcomayo,La Plata,500.00,,-20.9614240000,-65.1189050000,P,,,,,21,,,,
Mar-15,121,El Bala,South America,Bolivia,Beni,Amazon,1680.00,,-14.5472830000,-67.4987160000,P,,,,,265,,,,
Mar-15,122,El Pescado,South America,Bolivia,Pilcomayo,La Plata,202.00,,-21.1439320000,-64.3592590000,P,,,,,265,,,,
Mar-15,123,Esperanza,South America,Bolivia,Pilcomayo,La Plata,47.00,,-20.2662230000,-64.5875360000,P,,,,,265,,,,
Mar-15,124,Guajarã¡-Mirim,South America,Bolivia,Madeira,Amazon,3000.00,,-10.1660220000,-65.3060270000,P,,,,,266,,,,
Mar-15,125,Icla,South America,Bolivia,Pilcomayo,La Plata,102.00,,-19.4265730000,-64.8514240000,P,,,,,265,,,,
Mar-15,126,Las Pavas,South America,Bolivia,Bermejo,La Plata,147.00,,-22.4810080000,-64.4823250000,P,,,,,265,,,,
Mar-15,127,Machigua,South America,Bolivia,Pilcomayo,La Plata,202.00,,-20.8578780000,-64.1822250000,P,,,,,265,,,,
Mar-15,128,San Josã©,South America,Bolivia,Pilcomayo,La Plata,280.00,,-19.8079210000,-64.7049340000,P,,,,,265,,,,
Mar-15,129,Santa Elena,South America,Bolivia,Pilcomayo,La Plata,341.00,,-20.4138050000,-64.5568260000,P,,,,,265,,,,
Mar-15,130,Turuchipa,South America,Bolivia,Pilcomayo,La Plata,66.00,,-19.6393100000,-64.7870210000,P,,,,,265,,,,
Mar-15,131,Yuquirenda,South America,Bolivia,Pilcomayo,La Plata,255.00,,-21.1941200000,-63.7905340000,P,,,,,265,,,,
Mar-15,132,Abranjo Ii,South America,Brazil,Camaqua,Uruguay - Brazil[comma] South Atlantic Coast,1.75,,-30.8317000000,-52.5987000000,P,,,,,22,,,,
Mar-15,134,Morrinhos,South America,Brazil,Jaqui 1,Uruguay - Brazil[comma] South Atlantic Coast,2.25,,-30.3167640000,-51.8641730000,P,,,,,22,,,,
Mar-15,135,Rincão Ventura,South America,Brazil,Ibicuí ,La Plata,4.50,,-29.4808330000,-54.1441670000,P,,,,,22,,,,
Mar-15,136,Rincão São Miguel,South America,Brazil,Ibicuí ,La Plata,8.50,,-29.4505160000,-54.0923050000,P,,,2017,,23,,,,
Mar-15,137,Cachoeira Cinco Veados,South America,Brazil,Ibicuí ,La Plata,14.25,,-29.4188890000,-54.0491670000,P,,,2017,,23,,,,
Mar-15,138,Salto Do Guassupi,South America,Brazil,Ibicuí ,La Plata,11.00,,-29.4116670000,-54.0000000000,P,,,2015,,23,,,,
Mar-15,139,Laranjeiras,South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,1.35,,-29.3838950000,-50.7494320000,P,,,,,22,,,,
Mar-15,140,Quebra Dentes,South America,Brazil,Ibicuí ,La Plata,20.00,,-29.3641670000,-54.0116670000,P,,,,,22,,,,
Mar-15,141,Olaria,South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,3.20,,-29.1656860000,-52.1721390000,P,,,,,22,,,,
Mar-15,142,Vale Do Leite,South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,5.20,,-29.1241730000,-52.1919530000,P,,,,,22,,,,
Mar-15,143,Vale Fundo,South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,4.90,,-29.1271080000,-52.1894200000,P,,,,,22,,,,
Mar-15,144,Moinho Velho,South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,3.60,,-29.1029690000,-52.2036470000,P,,,,,22,,,,
Mar-15,145,Rastro De Auto,South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,7.02,,-29.0621010000,-52.2179370000,U,,,,,22,,,,
Mar-15,146,Do Bico,South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,6.50,,-29.0401880000,-51.1113010000,P,,,,,22,,,,
Mar-15,147,São Jacó,South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,1.20,,-29.0333330000,-51.0677780000,P,,,,,22,,,,
Mar-15,148,Foz Do Jacutinga,South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,4.90,,-29.0315360000,-52.2178940000,P,,,,,22,,,,
Mar-15,149,Cazuza Ferreira (Ampliação),South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,9.10,,-29.0211300000,-50.2414570000,P,,,,,22,,,,
Mar-15,150,Grotão,South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,5.20,,-29.0083350000,-50.2414570000,P,,,,,22,,,,
Mar-15,151,Riachuello (Monte Bérico),South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,8.70,,-29.0000000000,-51.1236110000,P,,,,,22,,,,
Mar-15,152,Santo Henrique (Santo Antônio),South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,2.25,,-28.9727080000,-51.1501370000,P,,,,,22,,,,
Mar-15,153,Monte Cuco,South America,Brazil,Paraná,La Plata,30.00,,-28.9666670000,-51.9166670000,P,,,,,22,,,,
Mar-15,154,Usina Do Chapéu,South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,1.90,,-28.9133330000,-50.2775000000,P,,,,,22,,,,
Mar-15,156,Pulador,South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,6.40,,-28.8076080000,-52.0616240000,P,,,,,22,,,,
Mar-15,157,Pião,South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,7.20,,-28.8075270000,-50.7672590000,P,,,,,22,,,,
Mar-15,158,Quebrada Funda,South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,16.00,,-28.8100720000,-50.4211420000,P,,,,,22,,,,
Mar-15,159,Serra Dos Cavalinhos I,South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,18.50,,-28.7951210000,-50.7061040000,P,,,,,22,,,,
Mar-15,160,Pezzi,South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,20.00,,-28.7958000000,-50.5611000000,U,,,,,22,,,,
Mar-15,161,Serra Dos Cavalinhos Ii,South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,24.00,,-28.7905560000,-50.7352660000,P,,,,,22,,,,
Mar-15,162,Igrejinha,South America,Brazil,Ibicuí ,La Plata,2.50,,-28.7705890000,-53.9679830000,P,,,,,22,,,,
Mar-15,163,Primavera Do Rio Turvo,South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,30.00,,-28.7650820000,-51.4316090000,P,,,,,22,,,,
Mar-15,165,Fazenda Grande,South America,Brazil,Ibicuí ,La Plata,5.00,,-28.6755560000,-53.9733670000,P,,,,,22,,,,
Mar-15,166,Santo Antônio Do Jacuí,South America,Brazil,Ibicuí ,Uruguay - Brazil[comma] South Atlantic Coast,5.20,,-28.7062500000,-52.8729166670,P,,,,,22,,,,
Mar-15,167,Santa Carolina,South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,10.50,,-28.6151590000,-51.4031860000,P,,,,,22,,,,
Mar-15,168,Saltinho,South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,19.50,,-28.6164900000,-51.3509970000,P,,,,,22,,,,
Mar-15,169,Chimarrão,South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,11.00,,-28.5599150000,-51.4007680000,P,,,,,22,,,,
Mar-15,170,Tio Hugo,South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,8.10,,-28.5885190000,-52.5821860000,P,,,,,22,,,,
Mar-15,171,Touros Ii,South America,Brazil,Uruguay,La Plata,1.40,,-28.5777410000,-50.3522510000,P,,,,,22,,,,
Mar-15,172,Jardim,South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,9.00,,-28.5630560000,-51.4077780000,P,,,,,22,,,,
Mar-15,173,Morro Grande,South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,9.80,,-28.5599150000,-51.3102570000,P,,,,,22,,,,
Mar-15,174,Serraria,South America,Brazil,Ibicuí ,La Plata,2.30,,-28.5480750000,-53.8005430000,P,,,,,22,,,,
Mar-15,175,Touros Iii,South America,Brazil,Uruguay,La Plata,2.10,,-28.5361160000,-50.3764890000,P,,,,,22,,,,
Mar-15,176,São Pedro,South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,2.30,,-28.5170690000,-51.3779630000,P,,,,,22,,,,
Mar-15,177,Tigre,South America,Brazil,Ibicuí ,La Plata,2.00,,-28.5320780000,-53.8592780000,P,,,,,22,,,,
Mar-15,178,Touros Iv,South America,Brazil,Uruguay,La Plata,5.50,,-28.5259510000,-50.4076410000,P,,,,,22,,,,
Mar-15,179,Entre Rios,South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,1.80,,-28.5022500000,-51.3704980000,P,,,,,22,,,,
Mar-15,180,Touros V,South America,Brazil,Uruguay,La Plata,3.30,,-28.5026470000,-50.4250830000,P,,,,,22,,,,
Mar-15,181,Antas,South America,Brazil,Ibicuí ,La Plata,3.00,,-28.4961150000,-53.9370600000,P,,,,,22,,,,
Mar-15,182,Lajeado Bonito,South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,1.20,,-28.4604170000,-51.3663650000,P,,,,,22,,,,
Mar-15,183,Santana 1,South America,Brazil,Uruguay,La Plata,3.30,,-28.4378470000,-50.7177490000,P,,,,,22,,,,
Mar-15,184,Rincão,South America,Brazil,Uruguay,La Plata,5.00,,-28.4239760000,-54.2990110000,P,,,,,22,,,,
Mar-15,185,Pessegueiro,South America,Brazil,Uruguay,La Plata,1.00,,-28.4210920000,-49.8896290000,P,,,,,22,,,,
Mar-15,186,Passo Da Cruz,South America,Brazil,Uruguay,La Plata,6.80,,-28.4085700000,-54.0343370000,P,,,,,22,,,,
Mar-15,188,Boqueirão,South America,Brazil,Uruguay,Uruguay - Brazil[comma] South Atlantic Coast,2.70,,-28.4011790000,-51.3421480000,P,,,,,22,,,,
Mar-15,189,Sede Ii,South America,Brazil,Uruguay,La Plata,7.00,,-28.3529910000,-53.8906400000,P,,,,,22,,,,
Mar-15,190,Linha 11 Oeste,South America,Brazil,Uruguay,La Plata,13.60,,-28.3361990000,-54.0280270000,P,,,,,22,,,,
