Last_updated,DAM_ID,Project name,Continent,Country,Main_river,Major_Basin,Capacity (MW),Ref_cap,Lat_2016,Lon_2016,Stage,Ref_stage,Start,End,Ref_time,Reference 1,Reference 2,Reference 3,Reference 4,Reference 5
Mar-15,1170,Angamarca-Sinde,South America,Ecuador,Santiago,Colombia - Ecuador[comma] Pacific Coast,50.00,,-1.1425000000,-79.1205560000,P,,,,,22,,,,
Mar-15,1171,Jatunyacu,South America,Ecuador,Napo,Amazon,50.00,,-1.0827780000,-77.9494440000,P,,,,,22,,,,
Mar-15,1172,Cubí,South America,Ecuador,Mira,Colombia - Ecuador[comma] Pacific Coast,53.00,,0.0835590000,-78.4205110000,P,,,,,22,,,,
Mar-15,1173,Lachas,South America,Ecuador,Mira,Colombia - Ecuador[comma] Pacific Coast,6.00,,0.8344440000,-78.6111110000,P,,,,,22,,,,
Mar-15,1174,Chontal,South America,Ecuador,Mira,Colombia - Ecuador[comma] Pacific Coast,72.00,,0.2226720000,-78.7247250000,P,,,,,22,,,,
Mar-15,1175,Chinchipe,South America,Ecuador,Tumbes,Amazon,8.00,,-4.6416750000,-79.1050050000,P,,,,,22,,,,
Mar-15,1176,Balsapamba,South America,Ecuador,Santiago,Colombia - Ecuador[comma] Pacific Coast,8.20,,-1.7710850000,-79.2055990000,P,,,,,22,,,,
Mar-15,1177,Echeandia Bajo 2,South America,Ecuador,Santiago,Colombia - Ecuador[comma] Pacific Coast,8.40,,-1.4243940000,-79.2309810000,P,,,,,22,,,,
Mar-15,1178,Lucarquí,South America,Ecuador,Tumbes,Peru[comma] Pacific Coast,8.80,,-4.1166670000,-79.8133470000,P,,,,,22,,,,
Mar-15,1179,Alambi ,South America,Ecuador,Mira,Colombia - Ecuador[comma] Pacific Coast,9.50,,0.0533370000,-78.6750080000,P,,,,,22,,,,
Mar-15,1180,Cheves,South America,Peru,Huallaga,Peru[comma] Pacific Coast,525.00,,-11.0874810000,-77.1614350000,P,,,,,22,,,,
Mar-15,1181,El Platanal=Capillucas,South America,Peru,Pisco,Peru[comma] Pacific Coast,200.00,,-12.8414670000,-76.0036610000,P,,,,,22,,,,
Mar-15,1182,Chaglla (Huallaga),South America,Peru,Huallaga,Amazon,444.00,,-9.6880560000,-75.8625000000,P,,,,,22,,,,
Mar-15,1183,Morro De Arica,South America,Peru,Pisco,Peru[comma] Pacific Coast,200.00,,-12.8037420000,-75.8956830000,P,,,,,22,,,,
Mar-15,1184,Ocoña,South America,Peru,Ocoña,Peru[comma] Pacific Coast,150.00,,-15.9333330000,-73.1333330000,P,,,,,22,,,,
Mar-15,1185,Huanza,South America,Peru,Huallaga,Peru[comma] Pacific Coast,86.00,,-11.7453440000,-76.6156670000,P,,,,,22,,,,
Mar-15,1186,Quitaracsa,South America,Peru,Santa,Peru[comma] Pacific Coast,112.00,,-8.7750970000,-77.7442190000,P,,,,,22,,,,
Mar-15,1187,Marañon,South America,Peru,Marañón,Amazon,96.00,,-9.5711330000,-76.7454900000,P,,,,,22,,,,
Mar-15,1188,Inambari (Madre De Dios),South America,Peru,Madre de Dios,Amazon,1355.00,,-13.1729530000,-70.3857030000,P,,,,,22,,,,
Mar-15,1189,Central Hidroeléctrica De Paquitzapango (Junín),South America,Peru,Ucayali,Amazon,1379.00,,-11.5203610000,-74.0679130000,P,,,,,22,,,,
Mar-15,1190,Centrales Hidroeléctricas De Rentema (Amazonas),South America,Peru,Marañón,Amazon,1525.00,,-5.3389330000,-78.4523500000,P,,,,,22,,,,
Mar-15,1191,Cumba 4 (Cajamarca),South America,Peru,Marañón,Amazon,825.00,,-6.0729400000,-78.5452830000,P,,,,,22,,,,
Mar-15,1192,Chadin 2 (Amazonas),South America,Peru,Marañón,Amazon,600.00,,-6.4273770000,-78.2248670000,P,,,,,22,,,,
Mar-15,1193,La Balsa (Amazonas),South America,Peru,Marañón,Amazon,915.00,,-6.8105560000,-78.0183330000,P,,,,,22,,,,
Mar-15,1194,Pambo- Puerto Prado (Junín),South America,Peru,Ucayali,Amazon,620.00,,-10.1542070000,-74.0694250000,P,,,,,22,,,,
Mar-15,1195,Cuquipampa (Huancavelica),South America,Peru,Ucayali,Amazon,800.00,,-12.2760330000,-74.2942490000,P,,,,,22,,,,
Mar-15,1196,Vizcatán (Huancavelica),South America,Peru,Ucayali,Amazon,750.00,,-12.4063770000,-74.2748000000,P,,,,,22,,,,
Mar-15,1197,Urubamba (Cusco),South America,Peru,Madre de Dios,Amazon,942.00,,-12.2328750000,-72.8200630000,P,,,,,22,,,,
Mar-15,1198,Sumabeni,South America,Peru,Ucayali,Amazon,1074.00,,-12.1638890000,-74.0702780000,P,,,,,22,,,,
Mar-15,1199,Pongo De Manseriche,South America,Peru,Marañón,Amazon,7550.00,,-4.4691600000,-77.5319240000,P,,,,,22,,,,
Mar-15,1200,La Guitarra,South America,Peru,Ucayali,Amazon,220.00,,-12.2613010000,-74.7231310000,P,,,,,22,,,,
Mar-15,1201,Man 270,South America,Peru,Ucayali,Amazon,286.00,,-12.0333330000,-74.6833330000,P,,,,,22,,,,
Mar-15,1203,Aripichi,South America,Venezuela,Caroni,Orinoco,1200.00,,4.7480560000,-62.3298050000,P,,,,,24,,,,
Mar-15,1204,Salto Eutobarima,South America,Venezuela,Caroni,Orinoco,2400.00,,4.7717320000,-61.9431140000,P,,,,,24,,,,
Mar-15,1205,Tayucay,South America,Venezuela,Caroni,Orinoco,2450.00,,6.6826430000,-62.8098790000,P,,,,,25,,,,
Mar-15,1206,Pascua 1,South America,Chile,Pascua,South Chile[comma] Pacific Coast,460.00,,-48.3370130000,-73.0149660000,P,,,,,26,167,,,
Mar-15,1207,Pascua 2,South America,Chile,Pascua,South Chile[comma] Pacific Coast,770.00,,-48.2266180000,-73.0834520000,P,,,,,26,167,,,
Mar-15,1208,Pascua 3,South America,Chile,Pascua,South Chile[comma] Pacific Coast,500.00,,-48.1601750000,-73.0915520000,P,,,,,26,167,,,
Mar-15,1209,Alto Maipo - Alfalfal Ii,South America,Chile,Rio Rapel,North Chile[comma] Pacific Coast,275.00,,-33.6519230000,-70.3575010000,P,,,,,13,168,,,
Mar-15,1210,Alto Maipo - Las Lajas,South America,Chile,Rio Rapel,North Chile[comma] Pacific Coast,270.00,,-33.7083470000,-70.3355540000,P,,,,,13,169,,,
Mar-15,1212,Baker 1,South America,Chile,Chico,South Chile[comma] Pacific Coast,660.00,,-47.1330110000,-72.6119660000,P,,,,,26,,,,
Mar-15,1213,Baker 2,South America,Chile,Baker,South Chile[comma] Pacific Coast,360.00,,-47.5207240000,-73.0235440000,P,,,,,26,,,,
Mar-15,1214,Neltume,South America,Chile,Limay,South Chile[comma] Pacific Coast,580.00,,-39.8767110000,-71.9015050000,P,,,,,13,26,,,
Mar-15,1215,Cuervo,South America,Chile,Chico,South Chile[comma] Pacific Coast,600.00,,-45.1631580000,-72.9887520000,P,,,,,13 ; 27,,,,
Mar-15,1216,Modif Ch Licán,South America,Chile,Limay,South Chile[comma] Pacific Coast,15.00,,-40.6369480000,-72.4164810000,P,,,,,28,,,,
Mar-15,1217,Rucatayo,South America,Chile,Limay,South Chile[comma] Pacific Coast,61.50,,-40.6585870000,-72.6307840000,U,,,,,29,,,,
Mar-15,1218,Andaquí ,South America,Colombia,Caquetá,Amazon,687.00,,1.0402780000,-76.5472220000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1219,Sopladora  ,South America,Ecuador,Santiago,Amazon,487.00,,-2.8415470000,-78.7695690000,U,,,2014,,30; 31; 32; 33,,,,
Mar-15,1220,Delsitanisagua ,South America,Ecuador,Tumbes,Amazon,115.00,,-3.9261920000,-78.8360780000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1221,Zamora Salto 1 ,South America,Ecuador,Santiago,Amazon,924.00,,-3.1578170000,-78.4201280000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1222,Zamora Salto 2 ,South America,Ecuador,Santiago,Amazon,917.00,,-3.0656170000,-78.3680720000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1223,Zamora Salto 3 ,South America,Ecuador,Santiago,Amazon,1015.00,,-3.0430420000,-78.3079280000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1224,Zamora San Juan Bosco ,South America,Ecuador,Tumbes,Amazon,1028.00,,-3.2282360000,-78.4565610000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1225,Cardenillo ,South America,Ecuador,Santiago,Amazon,400.00,,-2.6011220000,-78.4360810000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1226,Coca Codo Sinclair,South America,Ecuador,Napo,Amazon,1500.00,,-0.2863300000,-77.7488710000,U,,,2016,,34,,,,
Mar-15,1227,Pescadero Ituango,South America,Colombia,Cauca,Magdalena,2400.00,,7.0864880000,-75.7067320000,U,,2011,2018,,13,170,196,,
Mar-15,1228,Porce Iv,South America,Colombia,Cauca,Magdalena,400.00,,7.0537930000,-75.0575250000,U,,,,,13,170,,,
Mar-15,1229,El Quimbo ,South America,Colombia,Magdalena,Magdalena,400.00,,2.1726390000,-75.6763160000,U,,2011,2015,,13,170,197,,
Mar-15,1230,Ferreira Gomes ,South America,Brazil,Jari,Amazon,252.00,,-0.8569720000,-51.1990140000,U,,,,,30; 31; 32; 33,,,,
Mar-15,1231,Prainha ,South America,Brazil,Aripuanã,Amazon,1600.00,,-7.9150580000,-60.1982190000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1232,Chaglla ,South America,Peru,Huallaga,Amazon,406.00,,-9.6066060000,-75.8727670000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1233,Belo Horizonte ,South America,Peru,Huallaga,Amazon,180.00,,-9.2099560000,-76.1131190000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1234,San Gabán I ,South America,Peru,Madre de Dios,Amazon,150.00,,-13.7607780000,-70.4659140000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1235,San Gabán Iii ,South America,Peru,Madre de Dios,Amazon,110.00,,-13.7167610000,-70.4533780000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1236,San Gabán Iv ,South America,Peru,Madre de Dios,Amazon,256.00,,-13.7259540000,-70.4582300000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1237,Chadin 2 ,South America,Peru,Marañón,Amazon,600.00,,-6.3937690000,-78.2623920000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1238,Cumba 4 ,South America,Peru,Marañón,Amazon,825.00,,-6.0753580000,-78.5896750000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1239,Marañón ,South America,Peru,Marañón,Amazon,96.00,,-9.5641560000,-76.7510000000,U,,,,,30; 31; 32; 33,,,,
Mar-15,1240,Veracruz ,South America,Peru,Marañón,Amazon,730.00,,-6.0715140000,-78.5544080000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1241,Santa Teresa S,South America,Peru,Ucayali,Amazon,91.00,,-13.1659810000,-72.5798530000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1242,El Bala ,South America,Bolivia,Beni,Amazon,1600.00,,-14.5473000000,-67.4975470000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1243,Cachuela Esperanza ,South America,Bolivia,Madre de Dios,Amazon,800.00,,-10.6381910000,-65.7091800000,P,,2011,2019,,30; 31; 32; 33,,,,
Mar-15,1244,Rositas ,South America,Bolivia,Grande,Amazon,400.00,,-18.9161860000,-63.5339080000,P,,2011,2018,,30; 31; 32; 33,,,,
Mar-15,1245,San José S,South America,Bolivia,Grande,Amazon,127.00,,-17.0925420000,-65.7696810000,U,,2011,2014,,30; 31; 32; 33,,,,
Mar-15,1246,Pachalaca ,South America,Bolivia,Lago Titicaca,La Puna Region,101.00,,-16.2468470000,-68.2928330000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1247,Palillada ,South America,Bolivia,Beni,Amazon,110.00,,-16.5622350000,-67.3301300000,P,,2012,2016,,30; 31; 32; 33,,,,
Mar-15,1248,Tangara (Miguillas) ,South America,Bolivia,Beni,Amazon,75.00,,-16.5633470000,-67.3268360000,P,,2012,2016,,30; 31; 32; 33,,,,
Mar-15,1249,Cóndor Khala ,South America,Bolivia,Beni,Amazon,65.00,,-16.5537470000,-67.3370170000,P,,2012,2016,,30; 31; 32; 33,,,,
Mar-15,1250,Misicuni ,South America,Bolivia,Grande,Amazon,120.00,,-17.0553290000,-66.3506850000,U,,,,,30; 31; 32; 33,,,,
Mar-15,1251,São João Da Barra ,South America,Brazil,Juruena,Amazon,2.00,,-10.3458670000,-57.6859360000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1253,Jutuarama ,South America,Brazil,Maicuru,Amazon,66.00,,-1.3311250000,-54.4947000000,P,,,,,34,,,,
Mar-15,1254,Ji-Paraná ,South America,Brazil,JiParaná,Amazon,512.00,,-9.2384560000,-61.6771900000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1256,Belo Monte ,South America,Brazil,Xingu,Amazon,11233.00,,-3.2833330000,-52.2000000000,U,,,,,30; 31; 32; 33,,,,
Mar-15,1257,Mocotó ,South America,Brazil,Maicuru,Amazon,95.00,,-1.4863560000,-54.4449170000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1258,Tambo 40 ,South America,Peru,Ucayali,Amazon,1287.00,,-11.2526660000,-73.6746190000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1259,Inambari ,South America,Peru,Ucayali,Amazon,2000.00,,-12.6857960000,-69.6013490000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1260,Quijos-Baeza ,South America,Ecuador,Mira,Amazon,100.00,,-0.1360080000,-77.6077500000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1261,Cachoeira Do Caí ,South America,Brazil,Madeira,Amazon,802.00,,-6.3384540000,-55.7673790000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1262,Cachoeira Dos Patos ,South America,Brazil,Tapajós,Amazon,528.00,,-4.9989280000,-56.4552170000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1263,Jamanxim ,South America,Brazil,Tapajós,Amazon,881.00,,-5.9023530000,-55.7324330000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1264,Jardim De Ouro ,South America,Brazil,Tapajós,Amazon,227.00,,-5.6617420000,-55.8750690000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1265,Cachoeira Porteira ,South America,Brazil,Tapajós,Amazon,2350.00,,-6.2762560000,-55.7618030000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1266,Cachoeirão ,South America,Brazil,Trombetas,Amazon,64.00,,-1.4390440000,-56.5246780000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1267,Colíder ,South America,Brazil,Juruena,Amazon,342.00,,-12.7607000000,-58.9464780000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1268,São Luiz Do Tapajós ,South America,Brazil,Jamanxim,Amazon,6133.00,,-10.9834710000,-55.7613740000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1269,Chacorão ,South America,Brazil,Tapajós,Amazon,3336.00,,-4.5161610000,-56.2582610000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1270,São Manuel ,South America,Brazil,Jamanxim,Amazon,746.00,,-9.1913890000,-57.0500000000,U,,,,,30; 31; 32; 33,,,,
Mar-15,1271,Paiaguá ,South America,Brazil,Teles Pires,Amazon,35.00,,-12.7825060000,-57.4016690000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1272,Parecis ,South America,Brazil,Teles Pires,Amazon,75.00,,-12.8430860000,-57.3752610000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1273,Magessi ,South America,Brazil,Jamanxim,Amazon,53.00,,-13.5765530000,-55.2667170000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1274,Jatobá ,South America,Brazil,Tapajós,Amazon,2338.00,,-5.1894080000,-56.9146810000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1275,Juruena ,South America,Brazil,Juruena,Amazon,46.00,,-13.2487310000,-59.0282470000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1276,Cotingo ,South America,Brazil,Amazonas,Amazon,136.00,,-4.1830460000,-60.8073510000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1278,Foz Do Apiacás ,South America,Brazil,Jamanxim,Amazon,275.00,,-9.2576360000,-57.0878860000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1279,Foz Do Aru ,South America,Brazil,Amazonas,Amazon,40.00,,-2.9382140000,-54.4921810000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1280,Santo Antônio Do Jari ,South America,Brazil,Jari,Amazon,300.00,,-0.8706330000,-52.4061390000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1281,Pongo De Mainique (Urub 320) ,South America,Peru,Madre de Dios,Amazon,942.00,,-12.2193890000,-72.8212750000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1282,Pucará (Salcca) ,South America,Peru,Ucayali,Amazon,150.00,,-14.1778470000,-71.2118080000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1283,La Virgen S,South America,Peru,Ucayali,Amazon,64.00,,-11.1510060000,-75.4158690000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1284,Curibamba ,South America,Peru,Ucayali,Amazon,163.00,,-11.4369140000,-75.2563250000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1285,Tocoma ,South America,Brazil,Madeira,Amazon,2160.00,,-7.8350550000,-62.9164120000,U,,,,,37,171,198,,
Mar-15,1286,Arraias ,South America,Brazil,Tocantins,Tocantins,93.00,,-12.6458970000,-47.2411940000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1287,Pau D'Arco ,South America,Brazil,Tocantins,Tocantins,64.00,,-12.3784720000,-47.1506750000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1288,Água Limpa ,South America,Brazil,Culuene,Amazon,93.00,,-13.8550530000,-53.0417830000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1292,Couto Magalhães ,South America,Brazil,Araguaia,Tocantins,150.00,,-16.5412080000,-52.4177750000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1294,Torixoréu ,South America,Brazil,Araguaia,Tocantins,408.00,,-16.5397860000,-52.4296690000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1295,Brejão ,South America,Brazil,Tocantins,Tocantins,75.00,,-9.9316870000,-47.1641170000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1295,Brejão ,South America,Brazil,Tocantins,Tocantins,75.00,,-9.9316870000,-47.1641170000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1296,Novo Acordo ,South America,Brazil,Tocantins,Tocantins,160.00,,-9.9316870000,-47.1641170000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1297,Buriti Queimado ,South America,Brazil,Tocantins,Tocantins,142.00,,-14.8256530000,-49.2118750000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1298,Estreito ,South America,Brazil,Tocantins,Tocantins,1087.00,,-6.5552490000,-47.4589640000,U,,,,,30; 31; 32; 33,,,,
Mar-15,1299,Ipueiras ,South America,Brazil,Tocantins,Tocantins,480.00,,-11.2470890000,-48.4627610000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1300,Marabá ,South America,Brazil,Araguaia,Tocantins,2160.00,,-5.5754830000,-48.1854170000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1301,Serra Quebrada ,South America,Brazil,Tocantins,Tocantins,1328.00,,-5.7013280000,-47.4902970000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1302,Tupiratins ,South America,Brazil,Tocantins,Tocantins,620.00,,-8.0805890000,-48.0065280000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1303,Foz Do Atalaia ,South America,Brazil,Tocantins,Tocantins,72.00,,-13.8751500000,-47.6526250000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1304,Foz Do Bezerra ,South America,Brazil,Tocantins,Tocantins,300.00,,-13.2743220000,-47.3710420000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1306,Nova Roma ,South America,Brazil,Tocantins,Tocantins,51.00,,-13.6008720000,-46.8886110000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1307,Laguna ,South America,Brazil,Tocantins,Tocantins,36.00,,-14.6811250000,-48.8208440000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1308,Maranhão Baixo,South America,Brazil,Tocantins,Tocantins,125.00,,-15.1108780000,-48.6289280000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1309,Porteiras ,South America,Brazil,Tocantins,Tocantins,86.00,,-14.7761560000,-48.7252890000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1310,Mirador ,South America,Brazil,Tocantins,Tocantins,80.00,,-14.3229166670,-47.4131243375,P,,,,,30; 31; 32; 33,,,,
Mar-15,1311,Perdida 2 ,South America,Brazil,Tocantins,Tocantins,48.00,,-9.3489720000,-47.8637920000,P,,,,,30; 31; 32; 33,,,,
Mar-15,1312,Laja,South America,Chile,Bio-Bio,South Chile[comma] Pacific Coast,34.40,,-37.2446780000,-72.5024100000,P,,,,,38,,,,
Mar-15,1314,Chihuido,South America,Argentina,Neuquén,Negro,637.00,,-38.3641350000,-69.7032480000,P,,,2027,,20,10,199,,
Mar-15,1315,La Higuera,South America,Chile,Colorado,South Chile[comma] Pacific Coast,155.00,,-34.8278960000,-70.5515670000,U,,,,,39,,,,
Mar-15,1316,La Confluencia,South America,Chile,Colorado,South Chile[comma] Pacific Coast,145.00,,-34.8284590000,-70.5529400000,U,,,,,40,171,,,
Mar-15,1318,Reventazón ,North America,Costa Rica,Chirrip del Atlntico,Southern Central America,298.00,,10.0122990000,-83.6025380000,U,,2009,2014,,41,,,,
Mar-15,1322,San Lorenzo,North America,Panama,Santa Mara,Southern Central America,8.60,,8.4039420000,-82.0879340000,U,,,2014,,42,172,,,
Mar-15,1323,Toachi-Pilaton,South America,Ecuador,Napo,Colombia - Ecuador[comma] Pacific Coast,228.00,,-0.3175540000,-78.9836950000,U,,2011,2015,,40,173,,,
Mar-15,1324,San Pedro,South America,Chile,Bio-Bio,South Chile[comma] Pacific Coast,144.00,,-39.7622190000,-72.5854410000,U,,,,,43,,,,
Mar-15,1325,Nido De Águila,South America,Chile,Colorado,South Chile[comma] Pacific Coast,155.00,,-34.2716870000,-70.2098980000,P,,,,,44,,,,
Mar-15,1326,Guaigui,South America,Dominican Rep.,Yaque del Norte,Caribbean,2.00,,19.1795440000,-70.5735180000,U,,,,,10,174,,,
Mar-15,1327,Manabao-Bejucal-Tavera,South America,Dominican Rep.,Yaque del Norte,Caribbean,105.00,,19.0818300000,-70.7740260000,U,,,,,10,175,,,
Mar-15,1328,El Chapparal,North America,Honduras,Lempa,Southern Central America,65.40,,13.8767460000,-88.3713050000,U,,2008,,,10,176,,,
Aug-15,1330,Vitebsk,Europe,Belarus,Daugava (Zapadnaya Dvina),Daugava,40.00,,55.1833330000,30.1666670000,U,,2011,2015,,http://finnpartnership.fi/__kehitysmaatieto__/157/Microsoft%20Word%20-%20FBCC.Newsletter.May.2011.pdf,,,,
Aug-15,1331,Beshenkovichi,Europe,Belarus,Daugava (Zapadnaya Dvina),Daugava,30.00,,55.0799390000,29.5104220000,U,,2011,2015,,http://export.by/en/?act=news&mode=view&id=45866,,,,
Aug-15,1332,Verkhnedvinsk,Europe,Belarus,Daugava (Zapadnaya Dvina),Daugava,20.00,,55.7842960000,27.9256440000,U,,2011,2015,,http://export.by/en/?act=news&mode=view&id=45866,,,,
Aug-15,1333,Polotsk ,Europe,Belarus,Daugava (Zapadnaya Dvina),Daugava,22.00,,55.4833330000,28.8000000000,U,,2011,2014,,http://finnpartnership.fi/__kehitysmaatieto__/157/Microsoft%20Word%20-%20FBCC.Newsletter.May.2011.pdf,,,,
Nov-15,1334,Lentekhi,Asia,Georgia,Kuban,Black Sea[comma] South Coast,120.00,837,42.7921430000,42.6998610000,U,837,2011,2016,,http://hydropower.ge/user_upload/Lentekhi_Hydro_Power_Plant_One-pager-GoG-DHMc.pdf,PDF_Investment climate in Georgia 2013 RU,https://www.google.de/maps/dir/Tskhenistskali+River[comma]+Ratscha-Letschchumi+und+Niederswanetien[comma]+Georgien/%E1%83%9A%E1%83%94%E1%83%9C%E1%83%A2%E1%83%94%E1%83%AE%E1%83%98+Lentekhi/@42.8632168[comma]42.5269322[comma]69989m/data=!3m1!1e3!4m13!4m12!1m5!1m1!1s0x405b92f214613d91:0x73930238796ff10a!2m2!1d42.7595577!2d42.7491929!1m5!1m1!1s0x405bed1d788f57f5:0x114df8db64f10866!2m2!1d42.7187306!2d42.7931509,http://ghp.ge/?page=about&l=eng,
Aug-15,1339,Siarzewo Ii,Europe,Poland,Vistula,Wisla,80.00,,52.8620830000,18.8785170000,P,,,,,World Atlas / ,http://www.bloomberg.com/news/2012-06-05/energa-picks-site-for-80-mw-hydro-plant-rzeczpospolita-reports.html,,,
Nov-15,1341,Dzegvi,Asia,Georgia,Kr,Caspian Sea[comma] South West Coast,15.70,845,41.8472290000,44.6239320000,P,,2011,2016,,http://hydropower.ge/user_upload/Dzegvi_Hydro_Power_Plant_One-pager-GoG-DHMc-1.pdf,PDF_Zegvi Hesi,,,
Nov-15,1342,Khumpreri,Asia,Georgia,Kuban,Black Sea[comma] South Coast,37.40,846,42.5755540000,41.7123340000,U,,2011,2014,,http://hydropower.ge/user_upload/Khumperi_Hydro_Power_Plant_One-pager-GoG-DHMc__2.pdf,PDF_Khumpreri Pre-Feasibility Study,,,
Nov-15,1343,Lekarde,Asia,Georgia,Kuban,Black Sea[comma] South Coast,20.00,847,42.7344000000,42.0519444440,P,951,2011,2014,,http://hydropower.ge/user_upload/Lekarde_Hydro_Power_Plant_One-pager-GoG-DHMc.pdf,PDF_Lekarde Hydro Power Plant,http://www.gps-coordinates.net/gps-coordinates-converter,http://images.google.de/imgres?imgurl=http%3A%2F%2Fi1.wikimapia.org%2F%253Fx%253D10105%2526y%253D6036%2526zoom%253D14%2526r%253D0%2526type%253Dhybrid%2526lng%253D0&imgrefurl=http%3A%2F%2Fwikimapia.org%2F18644682%2FLekarde&h=256&w=256&tbnid=6GyEEES5GGExpM%3A&docid=yvOe52REzXT8JM&itg=1&ei=5NF5VrDUBIXjywP4n5eYDw&tbm=isch&iact=rc&uact=3&dur=1415&page=1&start=0&ndsp=21&ved=0ahUKEwiw1rmXxfDJAhWF8XIKHfjPBfMQrQMIMDAG,PDF_Magana Cascade
Nov-15,1344,Magana,Asia,Georgia,Kuban,Black Sea[comma] South Coast,20.60,848,42.8671730000,42.0877250000,P,951,2011,2014,,http://hydropower.ge/user_upload/Magana_Hydro_Power_Plant_One-pager-GoG-DHMc.pdf,PDF_Magana Hesi,PDF_Magana Cascade,http://images.google.de/imgres?imgurl=http%3A%2F%2Fghp.ge%2Fabout%2Fimg%2Fhpp_eng.jpg&imgrefurl=http%3A%2F%2Fghp.ge%2F%3Fpage%3Dabout%26l%3Deng&h=490&w=920&tbnid=aUAka4WfpXtszM%3A&docid=iUtq49b-WTdtYM&ei=XtV5Vo6KBsbIyAOA4qmwDw&tbm=isch&iact=rc&uact=3&dur=749&page=1&start=0&ndsp=26&ved=0ahUKEwiOsey_yPDJAhVGJHIKHQBxCvYQrQMIQjAM,
Nov-15,1345,Khudoni,Asia,Georgia,Enguri,Black Sea[comma] South Coast,700.00,840,42.9547222000,42.1938890000,P,840,1979,2017,806,http://en.wikipedia.org/wiki/Khudoni_Hydro_Power_Plant,http://bankwatch.org/documents/khudoni_dam_study.pdf,http://www.hydroworld.com/articles/2008/07/georgia-invites-comment-on-studies-of-640-mw-khudoni.html,,
Aug-15,1347,Hvammur,Europe,Iceland,Thjórs,Iceland,82.00,,64.0200610000,-20.2478600000,P,,2009,,,http://www.thjorsa.is/category.aspx?catID=48,,,,
