Year,Month,97 BACKEVIK,138 POINTE-AU-PERE,179 SMOGEN,1049 TEMA,1218 BAIE COMEAU,1592 CENDERING,2112 STENUNGSUND
1872,10,92.9035,19.8047,92.9035,15.5882,19.8047,6.997,90.4978
1872,11,48.1165,-0.44726,48.1165,13.2731,-0.44726,50.5514,8.6149
1872,12,107.8687,6.1323,107.8687,8.2294,6.1323,67.1575,82.5286
1873,1,53.7578,44.7718,53.7578,14.608,44.7718,80.2024,57.9976
1873,2,-167.8089,99.4551,-167.8089,28.476,99.4551,75.0562,-244.103
1873,3,-169.2708,112.8389,-169.2708,35.4497,112.8389,46.6826,-247.3503
1873,4,-110.6012,53.2006,-110.6012,24.9829,53.2006,-1.2532,-156.2969
1873,5,-47.7687,9.0355,-47.7687,6.9498,9.0355,-41.7968,-52.5356
1873,6,-39.5443,-31.2164,-39.5443,-10.9038,-31.2164,-56.6209,-32.7245
1873,7,22.5619,-40.185,22.5619,-19.1901,-40.185,-63.7359,64.4544
1873,8,63.0111,-42.0282,63.0111,-17.8671,-42.0282,-68.4363,126.5723
1873,9,66.8485,-20.9349,66.8485,-5.3706,-20.9349,-59.8063,116.5443
1873,10,11.6472,38.864,11.6472,9.4008,38.864,-10.209,36.4924
1873,11,33.2131,28.3221,33.2131,10.6846,28.3221,42.3147,73.2566
1873,12,248.7667,-32.7009,248.7667,10.4107,-32.7009,68.3386,333.2336
1874,1,173.9993,-60.2994,173.9993,8.7722,-60.2994,67.6098,206.6751
1874,2,14.0806,0.24689,14.0806,12.4118,0.24689,61.8968,8.2463
1874,3,25.8319,17.6332,25.8319,18.1047,17.6332,41.191,42.5943
1874,4,-84.0143,4.9751,-84.0143,12.4418,4.9751,-3.9535,-116.8851
1874,5,-166.4896,21.573,-166.4896,-2.6982,21.573,-27.9908,-200.3572
1874,6,-116.6552,-4.9688,-116.6552,-12.9706,-4.9688,-39.9489,-128.3561
1874,7,-27.0867,-27.2524,-27.0867,-12.8312,-27.2524,-47.0277,-17.9557
1874,8,39.2093,-30.6654,39.2093,-5.1939,-30.6654,-51.7792,66.589
1874,9,109.6834,-30.9907,109.6834,3.3654,-30.9907,-26.6051,138.4984
1874,10,42.9487,-18.6952,42.9487,11.5044,-18.6952,19.6109,61.927
1874,11,-101.6532,-8.6546,-101.6532,17.1224,-8.6546,52.2207,-142.7174
1874,12,-21.9575,-41.5235,-21.9575,11.7087,-41.5235,71.7259,-74.4222
1875,1,-57.9334,-71.6227,-57.9334,13.298,-71.6227,84.4845,-109.0602
1875,2,-233.3209,-45.2474,-233.3209,23.2635,-45.2474,89.2709,-322.5837
1875,3,-133.6165,56.2406,-133.6165,31.7096,56.2406,66.2704,-182.5768
1875,4,-50.8024,80.1703,-50.8024,19.2684,80.1703,3.4651,-50.1146
1875,5,6.7925,10.0293,6.7925,4.4641,10.0293,-34.6258,26.6066
1875,6,-38.9433,3.3454,-38.9433,-6.737,3.3454,-46.378,-21.1724
1875,7,-82.9309,0.20729,-82.9309,-16.8792,0.20729,-48.4855,-80.1169
1875,8,-69.9079,-15.6303,-69.9079,-8.4631,-15.6303,-47.569,-55.9863
1875,9,-93.009,6.2838,-93.009,4.9176,6.2838,-43.9961,-148.6104
1875,10,-128.2592,12.2362,-128.2592,11.4325,12.2362,-7.0546,-235.3593
1875,11,-38.9229,-2.1238,-38.9229,4.2691,-2.1238,59.8087,-84.7085
1875,12,35.3039,-26.8146,35.3039,4.8248,-26.8146,97.9212,48.1226
1876,1,11.3841,-26.7609,11.3841,17.6996,-26.7609,89.2689,-15.9582
1876,2,113.8416,28.3281,113.8416,28.0742,28.3281,68.5067,100.7237
1876,3,12.5897,70.6044,12.5897,31.7224,70.6044,43.7851,28.2192
1876,4,-200.4407,48.7817,-200.4407,31.5206,48.7817,4.6846,-221.06
1876,5,-177.9997,-0.2864,-177.9997,18.8982,-0.2864,-36.0147,-209.8474
1876,6,-81.7174,-0.41581,-81.7174,-9.5208,-0.41581,-50.9229,-81.6279
1876,7,-34.0329,16.3515,-34.0329,-24.476,16.3515,-71.8381,-3.4031
1876,8,-22.6567,15.9158,-22.6567,-14.3957,15.9158,-94.4225,-18.8187
1876,9,-88.3719,49.403,-88.3719,1.5499,49.403,-80.93,-124.2211
1876,10,-205.0682,93.9253,-205.0682,5.1764,93.9253,-7.8673,-302.9352
1876,11,-218.9495,90.1347,-218.9495,1.6548,90.1347,50.0882,-367.3485
1876,12,-54.9755,19.9519,-54.9755,-8.0992,19.9519,61.2049,-160.5523
1877,1,106.4553,2.1303,106.4553,-4.1499,2.1303,76.9424,113.9542
1877,2,34.0243,1.4173,34.0243,7.2299,1.4173,63.0933,42.3037
1877,3,-132.832,23.3947,-132.832,13.936,23.3947,33.3777,-184.0772
1877,4,-145.4454,78.4769,-145.4454,8.2812,78.4769,-0.22678,-217.0795
1877,5,-73.6197,50.7358,-73.6197,-5.8711,50.7358,-40.1823,-76.2839
1877,6,7.2291,45.7583,7.2291,-18.3608,45.7583,-57.2156,41.5814
1877,7,11.47,38.5141,11.47,-26.2482,38.5141,-88.3666,38.1808
1877,8,-66.8505,-0.62396,-66.8505,-21.4612,-0.62396,-93.5421,-57.2788
1877,9,-1.1902,3.9033,-1.1902,-4.5327,3.9033,-51.2431,17.2672
1877,10,177.9778,3.3386,177.9778,4.2476,3.3386,-0.61133,218.9615
1877,11,139.3649,-18.0094,139.3649,6.0934,-18.0094,36.9609,166.1746
1877,12,20.2576,7.5271,20.2576,1.7729,7.5271,84.7843,28.8715
1878,1,25.4125,33.7073,25.4125,0.88115,33.7073,92.8208,52.5588
1878,2,56.5415,51.7749,56.5415,13.9533,51.7749,55.8397,84.1185
1878,3,-61.7685,53.3688,-61.7685,16.3921,53.3688,34.5827,-90.3098
1878,4,-66.0135,68.1631,-66.0135,9.7276,68.1631,2.9005,-113.7411
1878,5,8.3087,49.7311,8.3087,-4.99,49.7311,-33.5751,29.5523
1878,6,-41.8223,18.4469,-41.8223,-22.6032,18.4469,-54.3466,-12.8668
1878,7,-26.1098,23.5835,-26.1098,-27.0077,23.5835,-59.546,-13.3635
1878,8,67.029,-16.588,67.029,-14.9373,-16.588,-53.8368,105.3738
1878,9,117.7866,-9.5318,117.7866,-2.4968,-9.5318,-33.0657,170.3181
1878,10,-7.4156,55.4177,-7.4156,9.179,55.4177,8.6505,-17.3051
1878,11,-81.0305,40.8707,-81.0305,9.8196,40.8707,57.7353,-121.2157
1878,12,-124.196,27.7938,-124.196,2.9673,27.7938,89.5442,-162.3721
1879,1,-111.8267,39.6575,-111.8267,8.1656,39.6575,104.6505,-183.7906
1879,2,-52.4626,10.4286,-52.4626,20.0016,10.4286,103.6877,-112.8657
1879,3,-114.2963,24.3744,-114.2963,20.9741,24.3744,22.1506,-183.7817
1879,4,-146.4584,47.5958,-146.4584,8.6883,47.5958,-70.352,-214.9787
1879,5,-53.1024,25.6491,-53.1024,-3.4586,25.6491,-55.4618,-54.9885
1879,6,52.5283,44.3697,52.5283,-15.1178,44.3697,-41.1436,78.6401
1879,7,54.2653,31.2591,54.2653,-23.8757,31.2591,-58.7485,81.3441
1879,8,78.6055,8.7994,78.6055,-14.2827,8.7994,-64.6313,116.2624
1879,9,30.6287,5.7622,30.6287,0.35659,5.7622,-29.4914,77.8964
1879,10,-82.3104,36.1308,-82.3104,-2.4123,36.1308,14.4898,-71.1411
1879,11,-37.58,-20.7568,-37.58,-0.44168,-20.7568,71.9599,-40.0493
1879,12,62.7913,-71.5907,62.7913,6.7765,-71.5907,106.6185,105.7244
1880,1,117.3068,-44.3459,117.3068,15.7628,-44.3459,87.4518,138.0769
1880,2,86.5611,22.3652,86.5611,24.9466,22.3652,64.4032,94.8276
1880,3,-60.7275,40.8038,-60.7275,19.3128,40.8038,51.5633,-77.0498
1880,4,-110.9948,14.3663,-110.9948,5.8067,14.3663,2.7458,-134.673
1880,5,-104.1734,31.9191,-104.1734,-8.872,31.9191,-38.7683,-126.563
1880,6,-28.2191,41.0983,-28.2191,-25.6685,41.0983,-70.4213,-26.1165
1880,7,-75.8421,11.0954,-75.8421,-38.2928,11.0954,-89.8104,-60.3374
1880,8,-98.6342,-3.13,-98.6342,-30.6976,-3.13,-84.96,-113.4043
1880,9,-61.1382,18.3089,-61.1382,-8.6709,18.3089,-41.7283,-65.0814
1880,10,73.1195,-11.0283,73.1195,-1.4788,-11.0283,14.3493,99.8747
1880,11,229.8607,2.1711,229.8607,-6.8321,2.1711,43.2101,303.9913
1880,12,9.718,15.8383,9.718,-11.3912,15.8383,69.5347,31.1227
1881,1,-198.2928,-14.674,-198.2928,7.0094,-14.674,70.9712,-285.6305
1881,2,-147.1644,92.0323,-147.1644,27.298,92.0323,60.2293,-225.7626
1881,3,-154.4791,143.3594,-154.4791,27.2387,143.3594,72.4422,-203.752
1881,4,-212.8913,32.9645,-212.8913,11.6791,32.9645,10.6036,-275.0777
1881,5,-100.0339,-4.1972,-100.0339,-9.7609,-4.1972,-31.9244,-120.8959
1881,6,-5.6042,43.2107,-5.6042,-21.6106,43.2107,-44.2309,18.7584
1881,7,59.5166,43.7378,59.5166,-27.354,43.7378,-48.0038,106.0822
1881,8,-62.1819,15.6576,-62.1819,-21.5521,15.6576,-40.1685,-78.3958
1881,9,-209.6237,-10.198,-209.6237,-1.6488,-10.198,-66.4224,-316.8299
1881,10,40.906,-34.0896,40.906,4.5285,-34.0896,-27.3643,15.3591
1881,11,230.8744,-47.0888,230.8744,3.8116,-47.0888,53.306,276.5507
1881,12,132.7142,-34.9197,132.7142,-0.066721,-34.9197,76.0986,181.2711
1882,1,163.0302,-14.7092,163.0302,8.6395,-14.7092,86.2895,245.2309
1882,2,187.668,-3.7046,187.668,24.0851,-3.7046,84.077,245.1628
1882,3,22.6936,13.4886,22.6936,20.7797,13.4886,38.1645,21.2959
1882,4,-138.0437,12.966,-138.0437,4.1089,12.966,-36.1882,-183.8616
1882,5,-92.5321,19.2583,-92.5321,-14.601,19.2583,-82.4348,-123.3913
1882,6,-11.3898,18.644,-11.3898,-29.9261,18.644,-72.2709,-9.0978
1882,7,45.056,-8.2824,45.056,-33.7894,-8.2824,-59.3806,75.6293
1882,8,-19.736,-9.8548,-19.736,-18.8135,-9.8548,-54.1855,-12.1635
1882,9,-128.7768,-22.4664,-128.7768,-7.8735,-22.4664,-49.706,-211.458
1882,10,-78.1267,-4.7804,-78.1267,2.4346,-4.7804,-3.7261,-169.896
1882,11,-57.0838,9.6286,-57.0838,6.2831,9.6286,57.8568,-144.0917
1882,12,-57.6738,-45.7023,-57.6738,-8.1762,-45.7023,90.7551,-134.5497
1883,1,44.0089,-92.8811,44.0089,-3.154,-92.8811,104.4311,22.1462
1883,2,-65.6806,-38.8104,-65.6806,14.8838,-38.8104,82.4747,-108.8444
1883,3,-246.8049,13.707,-246.8049,25.3485,13.707,48.0019,-339.2939
1883,4,-162.5338,8.5396,-162.5338,17.0611,8.5396,58.2984,-241.7248
1883,5,-103.641,13.316,-103.641,-6.28,13.316,36.3614,-134.3312
1883,6,-56.0294,23.7263,-56.0294,-29.8751,23.7263,-18.5644,-62.1755
1883,7,14.8953,25.0883,14.8953,-36.8993,25.0883,-29.4885,55.0848
1883,8,-24.4329,-5.6326,-24.4329,-24.867,-5.6326,-23.7853,-0.91487
1883,9,-6.6102,-22.6639,-6.6102,-11.8335,-22.6639,-15.6268,4.4432
1883,10,111.3004,-34.4416,111.3004,-3.2271,-34.4416,2.6574,136
1883,11,120.9805,-15.2386,120.9805,2.192,-15.2386,54.693,148.928
1883,12,196.4716,2.44,196.4716,2.5349,2.44,82.357,263.5475
1884,1,185.2925,-21.607,185.2925,7.284,-21.607,76.6654,228.9635
1884,2,-42.9915,1.4942,-42.9915,13.8912,1.4942,45.6446,-105.1935
1884,3,-152.1085,86.4672,-152.1085,14.2501,86.4672,38.3966,-256.7795
1884,4,-101.5302,109.392,-101.5302,15.3685,109.392,34.4752,-156.1442
1884,5,-51.1766,39.0925,-51.1766,8.8112,39.0925,-10.7426,-33.7828
1884,6,-83.557,53.8982,-83.557,-16.9786,53.8982,-40.0339,-97.5949
1884,7,-109.9017,35.3403,-109.9017,-34.2808,35.3403,-53.8042,-127.5252
1884,8,-91.9878,-39.1867,-91.9878,-31.3068,-39.1867,-49.3253,-121.1606
1884,9,25.4506,-32.2338,25.4506,-16.1306,-32.2338,-25.6352,59.8681
1884,10,-6.2112,-26.8839,-6.2112,-3.5809,-26.8839,12.2916,26.7968
1884,11,37.4814,-32.1279,37.4814,3.8567,-32.1279,42.5153,41.2369
1884,12,65.5917,-67.9625,65.5917,8.7977,-67.9625,70.1862,59.6443
1885,1,29.2775,3.3388,29.2775,8.8163,3.3388,93.8155,-2.4698
1885,2,24.3659,22.1661,24.3659,15.7236,22.1661,93.7622,26.8705
1885,3,-133.9846,-3.9869,-133.9846,15.384,-3.9869,60.4424,-197.9198
1885,4,-86.2065,31.1461,-86.2065,14.9435,31.1461,2.4935,-170.7224
1885,5,-77.4528,41.1321,-77.4528,3.0492,41.1321,-24.4998,-83.0304
1885,6,-135.2938,38.2312,-135.2938,-17.9483,38.2312,-51.3832,-140.2619
1885,7,-123.5811,30.975,-123.5811,-23.7915,30.975,-73.3548,-148.2532
1885,8,0.76917,13.2218,0.76917,-15.7531,13.2218,-47.2778,-0.84074
1885,9,52.0308,-3.1247,52.0308,-1.2572,-3.1247,-8.9238,62.1434
1885,10,-47.7784,26.704,-47.7784,-2.2132,26.704,30.5106,-60.9208
1885,11,41.1924,41.3249,41.1924,-4.0844,41.3249,97.2708,72.925
1885,12,137.5077,-4.0008,137.5077,5.5618,-4.0008,138.7828,177.965
1886,1,-38.1769,4.3788,-38.1769,18.2951,4.3788,125.7945,-79.3594
1886,2,-132.1581,68.7553,-132.1581,22.8061,68.7553,106.8056,-215.3781
1886,3,-41.5668,61.2518,-41.5668,31.0183,61.2518,44.398,-89.6694
1886,4,-32.7369,30.1502,-32.7369,23.3094,30.1502,30.8249,-41.1302
1886,5,-51.9735,29.4593,-51.9735,5.4219,29.4593,15.1626,-46.1223
1886,6,-2.3924,16.8657,-2.3924,-7.3464,16.8657,-15.4371,18.2264
1886,7,29.7958,18.6447,29.7958,-7.6975,18.6447,-25.5,60.922
1886,8,23.5948,-21.3755,23.5948,-4.1,-21.3755,-45.9371,53.2611
1886,9,-39.1591,-51.73,-39.1591,-0.58031,-51.73,-49.2381,-60.1763
1886,10,-24.3677,-6.7579,-24.3677,10.7593,-6.7579,9.5537,-57.7744
1886,11,137.5892,-15.1727,137.5892,14.5188,-15.1727,91.5,175.1599
1886,12,115.985,-44.2539,115.985,16.1941,-44.2539,109.65,151.1482
1887,1,46.5834,-27.1774,46.5834,22.2386,-27.1774,99.1827,76.6814
1887,2,-62.3535,57.3497,-62.3535,29.3914,57.3497,83.1054,-44.4096
1887,3,-144.7568,111.1821,-144.7568,29.8986,111.1821,45.0053,-166.5922
1887,4,-148.003,56.4338,-148.003,20.7447,56.4338,-10.8899,-176.2435
1887,5,-132.8173,2.2906,-132.8173,2.7964,2.2906,-41.5078,-150.5714
1887,6,-81.2431,-3.4538,-81.2431,-18.9803,-3.4538,-52.8759,-78.7421
1887,7,-30.3017,1.2714,-30.3017,-29.1006,1.2714,-49.946,-5.1274
1887,8,-29.9809,-10.1997,-29.9809,-23.7015,-10.1997,-60.2677,-10.8591
1887,9,-19.986,-13.2062,-19.986,-8.7934,-13.2062,-41.6741,-5.3372
1887,10,-18.6904,17.8363,-18.6904,9.6252,17.8363,21.2435,-22.3607
1887,11,43.3545,21.8793,43.3545,9.0892,21.8793,62.1784,40.1975
1887,12,38.6653,-21.6769,38.6653,-2.2102,-21.6769,81.4354,51.8544
1888,1,-156.7816,-40.2938,-156.7816,1.6458,-40.2938,68.5894,-214.7396
1888,2,-247.2652,3.9968,-247.2652,15.7382,3.9968,52.9938,-380.7524
1888,3,-165.2938,40.6583,-165.2938,24.0466,40.6583,26.1488,-274.7576
1888,4,-116.5963,18.6989,-116.5963,12.0276,18.6989,-0.41737,-146.8955
1888,5,-97.4558,37.3069,-97.4558,-7.6679,37.3069,-52.0348,-106.0373
1888,6,-50.9678,31.137,-50.9678,-30.1345,31.137,-88.1813,-73.6065
1888,7,18.8241,29.4763,18.8241,-32.3132,29.4763,-84.3324,40.855
1888,8,-69.0584,16.057,-69.0584,-19.9935,16.057,-73.2486,-48.5818
1888,9,-39.6445,23.8837,-39.6445,-9.881,23.8837,-47.0438,-10.1839
1888,10,92.3061,10.8258,92.3061,-5.2595,10.8258,7.1067,137.5401
1888,11,92.5755,-16.9451,92.5755,-11.9638,-16.9451,52.6335,97.9517
1888,12,71.8509,-2.4934,71.8509,-7.7639,-2.4934,84.3911,73.9539
1889,1,18.9257,-40.1093,18.9257,5.0878,-40.1093,93.1249,27.2838
1889,2,-48.0879,2.477,-48.0879,9.2973,2.477,57.4341,-62.0739
1889,3,-104.2399,40.4557,-104.2399,16.5463,40.4557,17.5617,-186.3326
1889,4,-169.0667,14.6266,-169.0667,16.7027,14.6266,14.8142,-287.5285
1889,5,-182.5991,9.0699,-182.5991,1.4056,9.0699,-13.1836,-264.9951
1889,6,-89.4804,-1.1963,-89.4804,-12.6969,-1.1963,-52.0769,-102.2743
1889,7,54.6803,-10.3426,54.6803,-14.7172,-10.3426,-45.6179,114.0212
1889,8,44.3362,-18.0546,44.3362,-5.8398,-18.0546,-20.7222,107.7977
1889,9,-71.204,4.7475,-71.204,8.1216,4.7475,5.2237,-95.0628
1889,10,-55.3402,9.4083,-55.3402,10.8037,9.4083,35.5269,-85.3847
1889,11,1.971,-20.2224,1.971,12.8402,-20.2224,86.267,23.1684
1889,12,198.2109,-61.6563,198.2109,20.0861,-61.6563,115.9725,231.3345
1890,1,76.7179,-70.6178,76.7179,29.8056,-70.6178,90.5823,91.9175
1890,2,-94.3897,-28.5615,-94.3897,34.9803,-28.5615,82.4593,-124.8112
1890,3,18.8308,-17.7872,18.8308,28.3887,-17.7872,64.8167,16.9931
1890,4,-96.873,0.41114,-96.873,17.9142,0.41114,12.3605,-162.3827
1890,5,-46.4625,30.6431,-46.4625,4.4608,30.6431,-19.4883,-68.235
1890,6,38.5823,9.3002,38.5823,-10.4013,9.3002,-32.5556,86.3963
1890,7,35.9381,0.090319,35.9381,-17.7165,0.090319,-48.0299,80.0301
1890,8,-47.1559,-14.1911,-47.1559,-12.3495,-14.1911,-66.5981,-28.289
1890,9,-8.6154,18.5014,-8.6154,0.31372,18.5014,-49.4754,24.8215
1890,10,3.6769,38.2368,3.6769,6.0924,38.2368,7.099,7.9082
1890,11,-180.4873,-12.0735,-180.4873,1.1145,-12.0735,39.5226,-265.0525
1890,12,-148.4159,-4.4656,-148.4159,-0.49326,-4.4656,42.4057,-205.8039
1891,1,-23.3494,-40.7915,-23.3494,3.3922,-40.7915,71.6526,-1.5844
1891,2,20.1169,-32.5058,20.1169,13.6304,-32.5058,75.6936,57.3506
1891,3,-66.4229,22.5501,-66.4229,23.3968,22.5501,39.0271,-90.5947
1891,4,-140.8902,45.187,-140.8902,15.8586,45.187,-7.0446,-203.7235
1891,5,-116.4693,45.3281,-116.4693,-2.0548,45.3281,-48.1394,-123.0474
1891,6,-86.5154,36.7042,-86.5154,-19.7486,36.7042,-87.9146,-99.7518
1891,7,40.1485,-6.0425,40.1485,-28.7845,-6.0425,-91.0908,76.1985
1891,8,122.3245,-22.3399,122.3245,-20.8582,-22.3399,-76.353,182.3125
1891,9,108.6723,-8.9715,108.6723,-4.1269,-8.9715,-42.0939,145.1154
1891,10,41.0934,-3.6098,41.0934,7.5845,-3.6098,5.053,23.5537
1891,11,139.2099,-34.826,139.2099,3.8688,-34.826,64.8277,143.8362
1891,12,221.2397,-0.30766,221.2397,-2.2128,-0.30766,113.3828,258.4275
1892,1,42.3912,13.1212,42.3912,6.3261,13.1212,100.0876,41.515
1892,2,-109.4516,43.0889,-109.4516,21.4296,43.0889,84.8058,-154.9618
1892,3,-136.6285,59.2908,-136.6285,22.2585,59.2908,49.2302,-184.251
1892,4,-88.1683,47.9403,-88.1683,14.9338,47.9403,-4.4875,-91.745
1892,5,-62.4282,53.6045,-62.4282,-2.3868,53.6045,-30.6141,-47.838
1892,6,-62.326,22.9847,-62.326,-23.356,22.9847,-37.0717,-30.9175
1892,7,-31.0847,14.6254,-31.0847,-23.6727,14.6254,-29.4037,3.7861
1892,8,40.065,-5.5518,40.065,-11.5222,-5.5518,-55.3313,71.7735
1892,9,5.5928,15.4402,5.5928,-1.1639,15.4402,-43.0099,1.2533
1892,10,-84.7102,42.3018,-84.7102,6.8977,42.3018,14.7045,-121.8395
1892,11,-42.7063,17.9548,-42.7063,1.3738,17.9548,62.2705,-62.5314
1892,12,-56.4381,21.6181,-56.4381,7.1219,21.6181,109.6612,-95.7483
1893,1,-9.6798,-1.898,-9.6798,19.085,-1.898,108.9697,-84.5264
1893,2,80.6952,1.558,80.6952,20.5077,1.558,89.8651,77.8914
1893,3,-67.1705,-2.2107,-67.1705,17.8172,-2.2107,42.0117,-39.9166
1893,4,-207.751,43.4485,-207.751,14.076,43.4485,-13.0703,-253.7818
1893,5,-173.701,52.589,-173.701,4.3816,52.589,-39.5127,-221.9128
1893,6,-106.4887,37.5533,-106.4887,-8.5023,37.5533,-40.3,-116.0132
1893,7,-67.0429,51.243,-67.0429,-11.1693,51.243,-56.877,-62.8719
1893,8,14.8926,12.874,14.8926,-6.4914,12.874,-80.998,46.9807
1893,9,108.4871,-0.82143,108.4871,6.1356,-0.82143,-57.4821,156.9483
1893,10,13.1585,-6.8866,13.1585,14.3067,-6.8866,27.1056,45.5764
1893,11,32.4827,-25.8267,32.4827,12.749,-25.8267,74.914,57.041
1893,12,199.3323,-36.1987,199.3323,12.1581,-36.1987,70.6949,230.9768
1894,1,290.0252,-56.8778,290.0252,19.451,-56.8778,78.1668,350.8699
1894,2,247.8059,-46.0727,247.8059,18.1483,-46.0727,89.3223,312.5696
1894,3,-86.6324,7.1613,-86.6324,17.2252,7.1613,43.0138,-127.7568
1894,4,-215.8855,37.6359,-215.8855,18.197,37.6359,-18.7049,-308.1628
1894,5,-139.1603,31.3048,-139.1603,2.4244,31.3048,-45.259,-183.7429
1894,6,-70.9368,12.1194,-70.9368,-18.3371,12.1194,-53.1839,-70.9236
1894,7,-25.1129,-7.7172,-25.1129,-28.542,-7.7172,-67.4766,7.0634
1894,8,-89.2562,-27.0087,-89.2562,-25.6827,-27.0087,-81.5579,-66.8691
1894,9,-157.3881,-11.8515,-157.3881,-12.4547,-11.8515,-55.5049,-200.1702
1894,10,-6.388,8.3561,-6.388,1.1108,8.3561,8.851,-21.3086
1894,11,138.6654,-15.0617,138.6654,5.7337,-15.0617,61.4316,179.975
1894,12,-27.2341,-21.9165,-27.2341,11.4166,-21.9165,87.3535,-44.7916
1895,1,-231.0526,89.8833,-231.0526,18.3145,89.8833,80.607,-330.9922
1895,2,-77.0095,85.6022,-77.0095,23.8247,85.6022,61.98,-136.4118
1895,3,-0.18719,-27.6795,-0.18719,25.389,-27.6795,28.1962,13.28
1895,4,-153.7425,-14.194,-153.7425,14.6663,-14.194,-22.4967,-182.1356
1895,5,-195.2772,-9.7664,-195.2772,-7.7956,-9.7664,-47.1043,-247.9657
1895,6,-78.6577,-19.8009,-78.6577,-32.7466,-19.8009,-72.6439,-74.5271
1895,7,-1.9944,-9.8796,-1.9944,-37.9855,-9.8796,-85.0704,37.957
1895,8,-44.2249,-15.2408,-44.2249,-24.6964,-15.2408,-89.252,-8.2886
1895,9,-43.5193,-30.297,-43.5193,-12.3364,-30.297,-54.6136,-18.1949
1895,10,-1.0825,-46.216,-1.0825,-1.2329,-46.216,4.2033,10.1079
1895,11,8.6549,-37.4725,8.6549,2.8353,-37.4725,58.6022,-19.7934
1895,12,23.422,-19.8169,23.422,6.8512,-19.8169,86.9465,24.3782
1896,1,-7.1354,29.7104,-7.1354,10.0669,29.7104,72.7812,26.9803
1896,2,55.6394,72.7282,55.6394,15.6671,72.7282,71.3692,65.2304
1896,3,65.6551,33.0854,65.6551,23.4884,33.0854,41.926,89.0697
1896,4,-112.2351,18.8813,-112.2351,19.0299,18.8813,-15.607,-100.0975
1896,5,-127.8694,26.4698,-127.8694,-2.2009,26.4698,-50.5483,-133.12
1896,6,-54.6101,8.0632,-54.6101,-26.058,8.0632,-70.6296,-40.7365
1896,7,-62.2345,-19.2809,-62.2345,-35.4347,-19.2809,-94.3832,-46.693
1896,8,-2.2357,-20.7825,-2.2357,-23.0521,-20.7825,-85.4765,7.6592
1896,9,24.6747,-9.2777,24.6747,-7.6034,-9.2777,-58.5501,31.1002
1896,10,-68.2424,-29.2425,-68.2424,1.7795,-29.2425,-8.5221,-58.3732
1896,11,-46.1615,-48.822,-46.1615,0.82146,-48.822,76.4228,-85.2331
1896,12,-115.9233,-28.5791,-115.9233,-0.71737,-28.5791,92.2624,-214.7011
1897,1,-65.3665,-10.2599,-65.3665,5.9727,-10.2599,90.4368,-124.9699
1897,2,137.8138,-3.6445,137.8138,15.418,-3.6445,95.6722,151.5808
1897,3,28.667,-10.8469,28.667,18.2201,-10.8469,35.2822,7.8721
1897,4,-58.6271,-4.4317,-58.6271,16.8189,-4.4317,-6.3602,-78.5245
1897,5,-56.1955,36.7995,-56.1955,9.3101,36.7995,-43.0147,-53.2225
1897,6,-35.69,23.0635,-35.69,-13.8307,23.0635,-55.6127,-11.8433
1897,7,36.181,-11.3428,36.181,-25.5566,-11.3428,-49.4171,62.6769
1897,8,85.9498,-13.4437,85.9498,-16.623,-13.4437,-45.8205,127.0152
1897,9,4.2599,-37.2344,4.2599,-7.9173,-37.2344,-42.9083,49.4907
1897,10,-57.8193,-25.8696,-57.8193,2.5971,-25.8696,-13.909,-27.2757
